,country,description,designation,points,price,province,region_1,taster_name,title,variety,winery
48897,France,,,98,319.0,,,,,Pinot Noir,
48898,France,,,98,138.0,,,,,Pinot Noir,
48899,France,,,97,95.0,,,,,Pinot Noir,
48900,US,,,97,55.0,,,,,Cabernet Sauvignon,
48901,US,,,96,85.0,,,,,Red Blend,
48902,US,,,96,180.0,,,,,Chardonnay,
48903,France,,,96,125.0,,,,,Pinot Noir,
48906,US,,,95,80.0,,,,,Pinot Noir,
48907,US,,,95,55.0,,,,,Pinot Noir,
48908,France,,,95,90.0,,,,,Pinot Noir,
48911,US,,,87,38.0,,,,,Merlot,
48912,US,,,87,25.0,,,,,Marsanne,
48913,US,,,87,25.0,,,,,Zinfandel,
48915,US,,,87,30.0,,,,,Zinfandel,
48918,US,,,87,32.0,,,,,Pinot Noir,
48921,US,,,87,13.0,,,,,Chardonnay,
48926,US,,,87,38.0,,,,,Syrah,
48927,US,,,87,90.0,,,,,Cabernet Sauvignon,
48930,US,,,87,75.0,,,,,Pinot Noir,
48932,US,,,87,22.0,,,,,Sangiovese,
48933,US,,,87,29.0,,,,,Cabernet Sauvignon,
48934,US,,,87,25.0,,,,,Viognier,
48937,US,,,87,15.0,,,,,Cabernet Sauvignon,
48940,France,,,92,30.0,,,,,Riesling,
48941,US,,,92,65.0,,,,,Bordeaux-style Red Blend,
48942,US,,,92,40.0,,,,,Red Blend,
48943,US,,,92,40.0,,,,,Rhône-style Red Blend,
48944,US,,,92,75.0,,,,,Syrah,
48945,US,,,92,80.0,,,,,Red Blend,
48946,US,,,92,62.0,,,,,Syrah,
48947,US,,,92,35.0,,,,,Zinfandel,
48950,US,,,92,50.0,,,,,Chenin Blanc,
48953,US,,,92,52.0,,,,,Merlot,
48955,France,,,92,40.0,,,,,Bordeaux-style Red Blend,
48956,France,,,92,47.0,,,,,Riesling,
48959,US,,,92,33.0,,,,,Cabernet Sauvignon,
48960,US,,,92,44.0,,,,,Chardonnay,
48962,US,,,92,75.0,,,,,Cabernet Sauvignon,
48963,US,,,83,10.0,,,,,Chardonnay,
48965,US,,,83,18.0,,,,,Viognier,
48966,US,,,83,30.0,,,,,Petite Sirah,
48967,US,,,83,24.0,,,,,Chardonnay,
48968,US,,,83,24.0,,,,,Chardonnay,
48969,US,,,83,23.0,,,,,Chardonnay,
48970,US,,,82,40.0,,,,,Petite Sirah,
48971,US,,,82,10.0,,,,,Cabernet Sauvignon,
48972,US,,,82,30.0,,,,,Chardonnay,
48973,US,,,82,30.0,,,,,Pinot Noir,
48974,US,,,82,11.0,,,,,Cabernet Sauvignon,
48975,US,,,82,27.0,,,,,Petite Sirah,
48977,US,,,82,24.0,,,,,Chardonnay,
48978,US,,,82,25.0,,,,,Petite Sirah,
48979,US,,,82,14.0,,,,,Zinfandel,
48980,US,,,82,10.0,,,,,Cabernet Sauvignon,
48981,US,,,82,20.0,,,,,Sangiovese,
48982,US,,,82,11.0,,,,,Syrah,
48983,US,,,82,18.0,,,,,Rosé,
48985,US,,,82,24.0,,,,,Pinot Noir,
48986,US,,,82,20.0,,,,,Chardonnay,
48987,US,,,82,10.0,,,,,Red Blend,
48988,US,,,82,22.0,,,,,Red Blend,
48989,US,,,89,30.0,,,,,Carmenère,
48990,US,,,89,25.0,,,,,Syrah,
48996,US,,,89,55.0,,,,,Rhône-style Red Blend,
48999,US,,,89,19.0,,,,,Riesling,
49000,US,,,89,60.0,,,,,Pinot Noir,
49006,France,,,89,35.0,,,,,Riesling,
49007,France,,,89,32.0,,,,,Riesling,
49009,US,,,89,32.0,,,,,Chardonnay,
49014,US,,,89,14.0,,,,,Pinot Gris,
49015,US,,,89,23.0,,,,,Tempranillo,
49016,US,,,89,18.0,,,,,Red Blend,
49019,France,,,87,20.0,,,,,Gamay,
49020,France,,,87,18.0,,,,,Gamay,
49021,France,,,87,19.0,,,,,Gamay,
49022,France,,,87,22.0,,,,,Gamay,
49023,US,,,87,17.0,,,,,Cabernet Sauvignon,
49027,US,,,87,22.0,,,,,Chardonnay,
49033,US,,,87,33.0,,,,,Riesling,
49040,US,,,87,18.0,,,,,Cabernet Sauvignon,
49044,US,,,87,15.0,,,,,Red Blend,
49045,US,,,87,12.0,,,,,Chardonnay,
49048,US,,,87,14.0,,,,,Chardonnay,
49049,France,,,87,15.0,,,,,Bordeaux-style Red Blend,
49050,US,,,87,62.0,,,,,Cabernet Sauvignon,
49051,France,,,87,34.0,,,,,Bordeaux-style Red Blend,
49052,US,,,87,24.0,,,,,Chardonnay,
49053,US,,,87,28.0,,,,,Sauvignon Blanc,
49063,US,,,87,17.0,,,,,Cabernet Sauvignon,
49064,France,,,87,15.0,,,,,Bordeaux-style Red Blend,
49065,US,,,87,21.0,,,,,Syrah,
49066,France,,,87,15.0,,,,,Bordeaux-style Red Blend,
49067,France,,,87,40.0,,,,,Gewürztraminer,
49068,US,,,87,15.0,,,,,Sauvignon Blanc,
49069,France,,,87,22.0,,,,,Pinot Gris,
49071,US,,,87,42.0,,,,,Syrah,
49073,US,,,87,12.0,,,,,Pinot Gris,
49075,France,,,87,15.0,,,,,Pinot Blanc,
49076,US,,,87,22.0,,,,,Chardonnay,
49077,US,,,87,40.0,,,,,Cabernet Sauvignon,
49082,US,,,87,20.0,,,,,Pinot Gris,
49088,US,,,87,125.0,,,,,Cabernet Sauvignon,
49089,US,,,87,54.0,,,,,Pinot Noir,
49091,US,,,87,17.0,,,,,Pinot Noir,
49092,US,,,87,70.0,,,,,Cabernet Sauvignon,
49094,US,,,87,28.0,,,,,Sparkling Blend,
49097,US,,,87,35.0,,,,,Chardonnay,
49100,US,,,87,25.0,,,,,Zinfandel,
49101,US,,,87,25.0,,,,,Zinfandel,
49104,France,,,87,16.0,,,,,Bordeaux-style Red Blend,
49111,US,,,87,28.0,,,,,Chardonnay,
49112,US,,,87,15.0,,,,,Pinot Noir,
49115,France,,,86,13.0,,,,,Merlot,
49117,US,,,86,42.0,,,,,Chardonnay,
49118,US,,,86,55.0,,,,,Pinot Noir,
49119,US,,,86,34.0,,,,,Zinfandel,
49124,US,,,86,25.0,,,,,Pinot Noir,
49127,US,,,86,25.0,,,,,Pinot Noir,
49128,France,,,86,12.0,,,,,Chardonnay,
49130,France,,,84,15.0,,,,,Riesling,
49131,US,,,84,9.0,,,,,Cabernet Sauvignon,
49132,US,,,84,13.0,,,,,Riesling,
49134,US,,,84,20.0,,,,,Chardonnay,
49135,US,,,84,25.0,,,,,Zinfandel,
49136,US,,,84,8.0,,,,,Pinot Grigio,
49137,US,,,84,40.0,,,,,Red Blend,
49138,US,,,84,24.0,,,,,Petite Sirah,
49140,US,,,84,13.0,,,,,Riesling,
49141,US,,,84,15.0,,,,,Merlot,
49142,US,,,84,20.0,,,,,Riesling,
49143,US,,,84,14.0,,,,,Riesling,
49144,US,,,84,30.0,,,,,Zinfandel,
49145,US,,,84,21.0,,,,,Pinot Grigio,
49146,US,,,84,24.0,,,,,Pinot Noir,
49148,US,,,84,28.0,,,,,Riesling,
49149,US,,,84,8.0,,,,,Pinot Noir,
49151,US,,,84,18.0,,,,,Meritage,
49152,US,,,84,30.0,,,,,Cabernet Franc,
49153,US,,,86,13.0,,,,,Riesling,
49154,US,,,86,10.0,,,,,Riesling,
49157,US,,,86,18.0,,,,,Meritage,
49158,US,,,86,18.0,,,,,Chardonnay,
49159,US,,,86,10.0,,,,,Riesling,
49164,US,,,86,16.0,,,,,Merlot,
49165,France,,,86,20.0,,,,,Riesling,
49166,US,,,86,10.0,,,,,Riesling,
49169,US,,,86,35.0,,,,,Cabernet Sauvignon,
49170,US,,,86,10.0,,,,,Merlot,
49171,US,,,86,39.0,,,,,Merlot,
49178,US,,,86,60.0,,,,,Cabernet Sauvignon,
49179,US,,,86,12.0,,,,,Merlot,
49185,US,,,92,60.0,,,,,Cabernet Sauvignon,
49187,US,,,92,60.0,,,,,Cabernet Sauvignon,
49192,US,,,92,160.0,,,,,Cabernet Sauvignon,
49193,US,,,92,50.0,,,,,Pinot Noir,
49194,US,,,92,49.0,,,,,Pinot Noir,
49195,US,,,92,52.0,,,,,Pinot Noir,
49196,US,,,92,36.0,,,,,Sémillon,
49197,US,,,92,45.0,,,,,Petite Sirah,
49199,France,,,92,95.0,,,,,Bordeaux-style Red Blend,
49202,US,,,92,38.0,,,,,Red Blend,
49203,US,,,92,70.0,,,,,Chardonnay,
49204,US,,,92,54.0,,,,,Pinot Noir,
49205,US,,,87,16.0,,,,,Sangiovese,
49206,US,,,87,24.0,,,,,Pinot Noir,
49207,US,,,87,11.0,,,,,Sauvignon Blanc,
49213,US,,,87,120.0,,,,,Cabernet Sauvignon,
49214,US,,,87,33.0,,,,,Pinot Noir,
49227,US,,,87,13.0,,,,,Fumé Blanc,
49233,US,,,87,12.0,,,,,Sauvignon Blanc,
49235,France,,,84,14.0,,,,,Bordeaux-style Red Blend,
49236,France,,,84,20.0,,,,,Bordeaux-style White Blend,
49237,France,,,84,17.0,,,,,Bordeaux-style Red Blend,
49238,US,,,84,75.0,,,,,Pinot Noir,
49239,France,,,84,18.0,,,,,Sauvignon Blanc,
49240,US,,,84,13.0,,,,,White Blend,
49243,US,,,84,20.0,,,,,Syrah,
49246,US,,,84,27.0,,,,,Pinot Noir,
49247,France,,,84,12.0,,,,,Bordeaux-style Red Blend,
49248,France,,,84,16.0,,,,,Bordeaux-style White Blend,
49252,France,,,84,11.0,,,,,Bordeaux-style Red Blend,
49253,France,,,84,13.0,,,,,Bordeaux-style White Blend,
49255,US,,,84,42.0,,,,,Cabernet Sauvignon,
49257,US,,,84,36.0,,,,,Red Blend,
49258,US,,,83,20.0,,,,,Rkatsiteli,
49260,France,,,83,35.0,,,,,Bordeaux-style Red Blend,
49262,US,,,92,37.0,,,,,Pinot Noir,
49263,US,,,92,56.0,,,,,Pinot Noir,
49264,US,,,92,56.0,,,,,Pinot Noir,
49267,US,,,92,36.0,,,,,Sauvignon Blanc,
49268,US,,,92,30.0,,,,,Chardonnay,
49271,US,,,92,50.0,,,,,Viognier,
49272,US,,,92,60.0,,,,,Cabernet Sauvignon,
49274,France,,,92,92.0,,,,,Marsanne,
49275,US,,,92,36.0,,,,,Zinfandel,
49276,US,,,92,40.0,,,,,White Port,
49280,US,,,92,36.0,,,,,Zinfandel,
49282,US,,,92,45.0,,,,,Bordeaux-style Red Blend,
49283,France,,,92,55.0,,,,,Rhône-style White Blend,
49284,France,,,92,85.0,,,,,Grenache,
49285,US,,,92,60.0,,,,,Pinot Noir,
49286,US,,,92,40.0,,,,,Pinot Noir,
49289,US,,,92,29.0,,,,,Chardonnay,
49291,US,,,90,32.0,,,,,Petite Sirah,
49292,US,,,90,22.0,,,,,Cabernet Franc,
49293,France,,,90,15.0,,,,,Rosé,
49294,US,,,90,20.0,,,,,Vermentino,
49295,US,,,90,55.0,,,,,Cabernet Sauvignon,
49298,US,,,90,39.0,,,,,Pinot Noir,
49302,France,,,90,25.0,,,,,Rosé,
49303,France,,,90,22.0,,,,,Provence red blend,
49304,US,,,90,60.0,,,,,Malbec,
49305,US,,,90,24.0,,,,,Sauvignon Blanc,
49306,France,,,90,38.0,,,,,Rosé,
49307,US,,,90,19.0,,,,,White Blend,
49309,US,,,90,60.0,,,,,Merlot,
49310,US,,,90,13.0,,,,,Chardonnay,
49311,US,,,90,45.0,,,,,Cabernet Sauvignon,
49312,US,,,90,19.0,,,,,Zinfandel,
49313,US,,,90,38.0,,,,,Pinot Noir,
49314,US,,,90,80.0,,,,,Red Blend,
49316,US,,,90,55.0,,,,,Cabernet Sauvignon,
49317,US,,,90,45.0,,,,,Cabernet Sauvignon,
49321,France,,,94,225.0,,,,,Chardonnay,
49322,France,,,94,260.0,,,,,Chardonnay,
49331,US,,,94,55.0,,,,,Pinot Noir,
49332,US,,,94,35.0,,,,,Red Blend,
49333,US,,,94,60.0,,,,,Pinot Noir,
49335,US,,,93,42.0,,,,,Syrah,
49339,US,,,93,53.0,,,,,Cabernet Sauvignon,
49347,US,,,89,50.0,,,,,Bordeaux-style Red Blend,
49348,US,,,89,40.0,,,,,Rosé,
49349,US,,,89,55.0,,,,,Pinot Noir,
49350,US,,,89,11.0,,,,,Petite Sirah,
49353,US,,,89,34.0,,,,,Cabernet Sauvignon,
49357,US,,,89,20.0,,,,,Rhône-style Red Blend,
49358,US,,,89,40.0,,,,,Pinot Noir,
49359,US,,,89,24.0,,,,,Riesling,
49370,US,,,83,11.0,,,,,Zinfandel,
49373,US,,,83,28.0,,,,,Sangiovese,
49375,US,,,83,11.0,,,,,Syrah,
49376,US,,,83,10.0,,,,,Red Blend,
49379,US,,,83,23.0,,,,,Chardonnay-Viognier,
49382,US,,,83,36.0,,,,,Chardonnay,
49383,US,,,83,20.0,,,,,Cabernet Sauvignon,
49384,US,,,82,12.0,,,,,White Blend,
49385,US,,,82,25.0,,,,,Grenache,
49386,US,,,82,12.0,,,,,Red Blend,
49387,US,,,82,11.0,,,,,Pinot Noir,
49389,US,,,82,40.0,,,,,Pinot Noir,
49391,US,,,82,18.0,,,,,Sauvignon Blanc,
49392,US,,,82,22.0,,,,,Chardonnay,
49394,US,,,82,15.0,,,,,Cabernet Sauvignon,
49401,France,,,88,22.0,,,,,Gewürztraminer,
49403,France,,,88,16.0,,,,,Rosé,
49404,France,,,88,15.0,,,,,Bordeaux-style White Blend,
49405,France,,,88,15.0,,,,,Bordeaux-style White Blend,
49406,France,,,88,15.0,,,,,Rosé,
49407,France,,,88,13.0,,,,,Rosé,
49408,France,,,88,18.0,,,,,Rosé,
49409,France,,,88,10.0,,,,,Bordeaux-style White Blend,
49410,US,,,88,20.0,,,,,Chardonnay,
49411,US,,,88,28.0,,,,,Pinot Noir,
49412,France,,,88,15.0,,,,,Rosé,
49416,US,,,88,19.0,,,,,Chardonnay,
49417,France,,,88,15.0,,,,,Cabernet Franc,
49421,France,,,88,15.0,,,,,Pinot Gris,
49422,US,,,88,28.0,,,,,Petit Verdot,
49424,US,,,88,24.0,,,,,Muscat Canelli,
49429,US,,,88,80.0,,,,,Red Blend,
49430,US,,,92,28.0,,,,,Zinfandel,
49431,US,,,92,50.0,,,,,Syrah,
49432,US,,,92,43.0,,,,,Cabernet Sauvignon,
49435,US,,,92,25.0,,,,,Chardonnay,
49436,US,,,92,27.0,,,,,Syrah,
49439,US,,,91,20.0,,,,,Chardonnay,
49443,US,,,91,71.0,,,,,Petite Verdot,
49444,US,,,91,28.0,,,,,Syrah,
49447,US,,,91,28.0,,,,,Merlot,
49448,US,,,91,17.0,,,,,Pinot Gris,
49449,US,,,91,35.0,,,,,Syrah,
49452,US,,,91,50.0,,,,,Malbec,
49453,US,,,91,19.0,,,,,Merlot,
49454,US,,,91,85.0,,,,,Cabernet Sauvignon,
49457,France,,,91,100.0,,,,,Chardonnay,
49461,US,,,92,125.0,,,,,Cabernet Sauvignon,
49463,US,,,92,60.0,,,,,Syrah,
49464,US,,,92,60.0,,,,,Pinot Noir,
49465,US,,,92,90.0,,,,,Cabernet Sauvignon,
49466,US,,,92,40.0,,,,,Rhône-style Red Blend,
49468,US,,,92,50.0,,,,,Syrah,
49469,France,,,92,54.0,,,,,Chardonnay,
49470,US,,,92,48.0,,,,,Pinot Noir,
49472,US,,,92,55.0,,,,,Malbec-Cabernet Sauvignon,
49473,France,,,92,127.0,,,,,Chardonnay,
49474,France,,,92,66.0,,,,,Champagne Blend,
49475,US,,,92,65.0,,,,,Pinot Noir,
49476,US,,,92,95.0,,,,,Cabernet Sauvignon,
49477,US,,,92,45.0,,,,,Pinot Noir,
49478,US,,,92,45.0,,,,,Cabernet Sauvignon,
49479,US,,,92,59.0,,,,,Pinot Noir,
49480,US,,,92,56.0,,,,,Pinot Noir,
49481,US,,,92,54.0,,,,,Meritage,
49484,US,,,92,27.0,,,,,Chardonnay,
49487,US,,,92,135.0,,,,,Bordeaux-style Red Blend,
49488,US,,,92,68.0,,,,,Pinot Noir,
49489,France,,,92,45.0,,,,,Chardonnay,
49491,US,,,91,41.0,,,,,Merlot,
49492,France,,,91,45.0,,,,,Chardonnay,
49493,US,,,91,16.0,,,,,Cabernet Sauvignon,
49494,US,,,91,38.0,,,,,Petite Sirah,
49496,US,,,91,40.0,,,,,Petit Verdot,
49498,France,,,91,19.0,,,,,Gros and Petit Manseng,
49502,US,,,91,50.0,,,,,Grenache,
49503,France,,,91,90.0,,,,,Pinot Noir,
49504,France,,,91,60.0,,,,,Pinot Noir,
49506,US,,,91,34.0,,,,,Montepulciano,
49513,US,,,91,36.0,,,,,Sauvignon Blanc,
49515,US,,,91,67.0,,,,,Cabernet Sauvignon,
49517,US,,,91,38.0,,,,,Chardonnay,
49519,US,,,91,46.0,,,,,Rhône-style Red Blend,
49520,France,,,87,18.0,,,,,Chenin Blanc,
49521,France,,,87,19.0,,,,,Chenin Blanc,
49522,France,,,87,16.0,,,,,Rosé,
49523,France,,,87,16.0,,,,,Bordeaux-style White Blend,
49524,France,,,87,14.0,,,,,Rosé,
49525,France,,,87,12.0,,,,,Bordeaux-style White Blend,
49530,France,,,87,14.0,,,,,Rosé,
49531,France,,,87,15.0,,,,,Gamay,
49532,France,,,87,22.0,,,,,Gewürztraminer,
49534,US,,,87,12.0,,,,,Merlot,
49535,US,,,87,33.0,,,,,Chardonnay,
49536,US,,,87,80.0,,,,,Syrah,
49540,US,,,87,35.0,,,,,Malbec,
49541,US,,,87,17.0,,,,,Sauvignon Blanc,
49542,US,,,87,30.0,,,,,Pinot Noir,
49543,US,,,87,40.0,,,,,Carmenère,
49544,US,,,87,39.0,,,,,Syrah,
49549,US,,,87,42.0,,,,,Pinot Noir,
49550,US,,,91,45.0,,,,,Zinfandel,
49552,France,,,91,79.0,,,,,Bordeaux-style Red Blend,
49553,France,,,91,50.0,,,,,Bordeaux-style Red Blend,
49557,US,,,91,45.0,,,,,Cabernet Sauvignon,
49560,France,,,91,55.0,,,,,Bordeaux-style Red Blend,
49561,France,,,91,60.0,,,,,Bordeaux-style Red Blend,
49562,US,,,91,18.0,,,,,Sauvignon Blanc,
49565,US,,,91,100.0,,,,,Cabernet Sauvignon,
49568,US,,,91,48.0,,,,,Red Blend,
49573,US,,,91,50.0,,,,,Cabernet Sauvignon,
49574,US,,,91,75.0,,,,,Merlot,
49577,US,,,90,21.0,,,,,Syrah,
49581,US,,,89,15.0,,,,,Moscato,
49583,US,,,89,18.0,,,,,Grenache,
49584,US,,,89,13.0,,,,,Chardonnay,
49587,US,,,89,18.0,,,,,Zinfandel,
49589,US,,,89,25.0,,,,,Syrah,
49590,US,,,89,25.0,,,,,Pinot Noir,
49591,US,,,89,19.0,,,,,Merlot,
49594,US,,,88,30.0,,,,,Syrah,
49598,US,,,88,20.0,,,,,Chardonnay,
49599,US,,,88,15.0,,,,,Sauvignon Blanc,
49600,US,,,91,35.0,,,,,Syrah,
49601,US,,,91,38.0,,,,,Syrah,
49607,France,,,91,22.0,,,,,Malbec,
49608,US,,,91,18.0,,,,,Sauvignon Blanc,
49610,US,,,91,17.0,,,,,Albariño,
49611,US,,,90,13.0,,,,,Chardonnay,
49612,US,,,90,26.0,,,,,Zinfandel,
49613,US,,,90,47.0,,,,,Pinot Noir,
49614,US,,,90,47.0,,,,,Pinot Noir,
49615,France,,,90,20.0,,,,,White Blend,
49617,US,,,90,45.0,,,,,Cabernet Sauvignon,
49618,US,,,82,12.0,,,,,Chardonnay,
49621,US,,,82,22.0,,,,,Barbera,
49622,US,,,82,17.0,,,,,Red Blend,
49623,US,,,82,22.0,,,,,Chardonnay,
49626,US,,,81,50.0,,,,,Zinfandel,
49627,US,,,81,14.0,,,,,Merlot,
49629,US,,,81,9.0,,,,,Pinot Grigio,
49635,US,,,80,10.0,,,,,Red Blend,
49638,US,,,97,125.0,,,,,Bordeaux-style Red Blend,
49639,US,,,96,60.0,,,,,Chardonnay,
49640,US,,,95,60.0,,,,,Pinot Noir,
49643,US,,,94,65.0,,,,,Chardonnay,
49644,US,,,88,10.0,,,,,Chardonnay,
49645,US,,,88,25.0,,,,,Merlot,
49646,US,,,88,20.0,,,,,Chardonnay,
49647,US,,,88,8.0,,,,,White Riesling,
49648,US,,,88,23.0,,,,,Chardonnay,
49649,US,,,88,20.0,,,,,Chardonnay,
49650,US,,,88,20.0,,,,,Chardonnay,
49651,US,,,88,9.0,,,,,Chardonnay,
49652,US,,,88,7.0,,,,,White Riesling,
49653,US,,,88,7.0,,,,,Muscat,
49654,US,,,88,18.0,,,,,Fumé Blanc,
49655,US,,,88,35.0,,,,,Rhône-style Red Blend,
49656,US,,,88,28.0,,,,,Fumé Blanc,
49657,US,,,88,16.0,,,,,Merlot,
49658,US,,,87,12.0,,,,,Marsanne,
49659,US,,,87,20.0,,,,,Zinfandel,
49660,US,,,87,11.0,,,,,White Blend,
49661,US,,,87,12.0,,,,,Pinot Gris,
49662,US,,,87,22.0,,,,,Sauvignon Blanc,
49663,US,,,87,12.0,,,,,Sauvignon Blanc,
49664,US,,,87,14.0,,,,,Merlot-Cabernet Sauvignon,
49665,US,,,87,30.0,,,,,Cabernet Sauvignon,
49666,US,,,87,18.0,,,,,Chardonnay,
49667,US,,,87,12.0,,,,,Chardonnay,
49668,US,,,87,35.0,,,,,Merlot,
49670,France,,,86,9.0,,,,,Sauvignon Blanc,
49671,France,,,86,9.0,,,,,Sauvignon Blanc,
49672,France,,,86,15.0,,,,,Rosé,
49675,France,,,86,12.0,,,,,Rosé,
49676,US,,,86,34.0,,,,,Grenache,
49677,US,,,86,15.0,,,,,Zinfandel,
49678,France,,,86,12.0,,,,,Pinot Noir,
49679,US,,,86,20.0,,,,,Pinot Noir,
49680,France,,,86,17.0,,,,,Sauvignon Blanc,
49681,France,,,86,18.0,,,,,Rosé,
49682,France,,,86,45.0,,,,,Pinot Noir,
49683,France,,,86,14.0,,,,,Sauvignon Blanc,
49684,US,,,86,24.0,,,,,Merlot,
49686,US,,,86,30.0,,,,,Pinot Noir,
49687,France,,,86,25.0,,,,,Sauvignon Blanc,
49688,US,,,86,32.0,,,,,Sauvignon Blanc,
49689,US,,,86,27.0,,,,,Cabernet Franc,
49692,US,,,86,12.0,,,,,Red Blend,
49693,France,,,86,10.0,,,,,Merlot,
49695,US,,,86,28.0,,,,,Rosé,
49698,US,,,91,27.0,,,,,Merlot,
49699,US,,,91,40.0,,,,,Chardonnay,
49701,US,,,91,40.0,,,,,Counoise,
49706,US,,,91,30.0,,,,,Chardonnay,
49707,US,,,91,75.0,,,,,Cabernet Sauvignon,
49708,US,,,91,38.0,,,,,Syrah,
49709,US,,,91,75.0,,,,,Pinot Noir,
49710,US,,,91,28.0,,,,,Cabernet Sauvignon,
49712,France,,,91,14.0,,,,,Tannat-Cabernet,
49713,US,,,91,85.0,,,,,Bordeaux-style Red Blend,
49714,France,,,91,30.0,,,,,Braucol,
49715,France,,,91,20.0,,,,,Cabernet Franc,
49717,US,,,91,32.0,,,,,White Blend,
49719,US,,,91,44.0,,,,,Pinot Noir,
49723,US,,,91,65.0,,,,,Pinot Noir,
49724,US,,,91,47.0,,,,,Pinot Noir,
49725,US,,,91,35.0,,,,,Rhône-style White Blend,
49731,US,,,92,78.0,,,,,Bordeaux-style Red Blend,
49732,US,,,92,48.0,,,,,Cabernet Sauvignon,
49733,US,,,92,24.0,,,,,Riesling,
49736,US,,,92,48.0,,,,,Syrah,
49737,US,,,92,50.0,,,,,Pinot Noir,
49738,US,,,92,30.0,,,,,Cabernet Sauvignon,
49739,US,,,92,30.0,,,,,Merlot,
49740,US,,,92,55.0,,,,,Pinot Noir,
49742,US,,,92,39.0,,,,,Pinot Noir,
49744,US,,,92,75.0,,,,,Cabernet Sauvignon,
49745,France,,,88,58.0,,,,,Chardonnay,
49746,France,,,88,13.0,,,,,Rosé,
49748,France,,,88,25.0,,,,,Chardonnay,
49749,US,,,88,38.0,,,,,Chardonnay,
49750,US,,,88,20.0,,,,,Albariño,
49751,US,,,88,45.0,,,,,Pinot Noir,
49752,US,,,88,36.0,,,,,Garnacha,
49757,US,,,88,45.0,,,,,Cabernet Franc,
49758,US,,,88,45.0,,,,,Cabernet Franc,
49759,US,,,88,45.0,,,,,Syrah,
49765,France,,,87,21.0,,,,,Chardonnay,
49774,US,,,87,35.0,,,,,Merlot,
49778,US,,,91,48.0,,,,,Cabernet Sauvignon,
49779,US,,,91,30.0,,,,,Cabernet Sauvignon,
49781,France,,,91,135.0,,,,,Pinot Noir,
49785,France,,,91,58.0,,,,,Chardonnay,
49786,US,,,91,28.0,,,,,Barbera,
49790,France,,,91,67.0,,,,,Pinot Noir,
49793,US,,,91,30.0,,,,,Zinfandel,
49794,US,,,91,40.0,,,,,Fumé Blanc,
49795,US,,,91,50.0,,,,,Pinot Noir,
49796,US,,,91,40.0,,,,,Pinot Noir,
49797,France,,,91,32.0,,,,,Pinot Gris,
49799,US,,,91,35.0,,,,,Pinot Noir,
49801,US,,,91,18.0,,,,,Pinot Blanc,
49802,US,,,91,35.0,,,,,Pinot Noir,
49807,US,,,91,26.0,,,,,Pinot Gris,
49808,France,,,91,40.0,,,,,Bordeaux-style Red Blend,
49809,France,,,91,30.0,,,,,Bordeaux-style Red Blend,
49810,France,,,91,25.0,,,,,Bordeaux-style Red Blend,
49811,France,,,91,39.0,,,,,Bordeaux-style Red Blend,
49813,France,,,91,39.0,,,,,Bordeaux-style Red Blend,
49814,France,,,91,31.0,,,,,Bordeaux-style Red Blend,
49815,France,,,91,35.0,,,,,Bordeaux-style Red Blend,
49817,US,,,91,15.0,,,,,Pinot Noir,
49818,US,,,91,55.0,,,,,Chardonnay,
49819,France,,,91,25.0,,,,,Pinot Gris,
49820,France,,,91,26.0,,,,,Gewürztraminer,
49821,France,,,91,26.0,,,,,Muscat,
49822,US,,,91,72.0,,,,,Pinot Noir,
49823,US,,,91,75.0,,,,,Cabernet Sauvignon,
49825,US,,,86,150.0,,,,,Cabernet Sauvignon,
49826,US,,,86,22.0,,,,,Zinfandel,
49830,US,,,86,36.0,,,,,Red Blend,
49831,France,,,86,10.0,,,,,Sauvignon Blanc,
49838,France,,,86,15.0,,,,,Rosé,
49839,France,,,86,11.0,,,,,Tannat-Cabernet,
49845,US,,,86,20.0,,,,,Barbera,
49846,US,,,86,35.0,,,,,Tempranillo,
49847,US,,,86,59.0,,,,,Pinot Noir,
49849,US,,,86,40.0,,,,,Cabernet Sauvignon,
49853,France,,,88,75.0,,,,,Bordeaux-style Red Blend,
49854,US,,,88,18.0,,,,,Viognier,
49856,US,,,88,30.0,,,,,Cabernet Sauvignon,
49857,US,,,88,24.0,,,,,Chenin Blanc,
49858,US,,,88,85.0,,,,,Meritage,
49860,France,,,88,20.0,,,,,Rosé,
49861,US,,,88,60.0,,,,,Cabernet Sauvignon,
49862,France,,,88,26.0,,,,,Chardonnay,
49864,France,,,88,25.0,,,,,Sparkling Blend,
49866,US,,,88,24.0,,,,,Sauvignon Blanc,
49867,US,,,88,25.0,,,,,Pinot Noir,
49871,US,,,88,28.0,,,,,Pinot Noir,
49872,US,,,88,60.0,,,,,Cabernet Sauvignon,
49873,US,,,88,35.0,,,,,Cabernet Sauvignon,
49879,US,,,90,42.0,,,,,Petite Sirah,
49880,US,,,90,20.0,,,,,White Blend,
49881,US,,,90,19.0,,,,,Sauvignon Blanc,
49882,US,,,90,40.0,,,,,Red Blend,
49883,US,,,90,55.0,,,,,Red Blend,
49884,US,,,90,45.0,,,,,Pinot Noir,
49886,France,,,90,60.0,,,,,Champagne Blend,
49887,France,,,90,89.0,,,,,Champagne Blend,
49888,US,,,90,28.0,,,,,Zinfandel,
49890,France,,,90,100.0,,,,,Champagne Blend,
49891,US,,,90,18.0,,,,,Gewürztraminer,
49897,US,,,88,30.0,,,,,Red Blend,
49902,US,,,88,22.0,,,,,Viognier,
